Image ID,Creator,Short Title,Created:from,Created:to,Uploaded,Image type,Technique,Language,Distribution at time of creation,(Digital) source,Source ID (if applicable),Country of origin,Exact location,Holding institution,Collection,Other copyright holders,Related images,ImgDB ID,Metadata editor
140,George Cruikshank,Sir Thomas Wyatt (c.1521-54) Attacking the Byward Tower,1800-01-01,1850-12-31,3/23/2014,12,1,13,Great Britain,www.bridgemanart.com,Image ID: XJF 136368,GBR,Great Britain,Private Collection,private,Bridgeman Art Library,,imgs/1800_GBR__140.jpg,monika
141,unknown,The Pilgrimage of Grace in 1536,1800-01-01,12/31/1900,3/23/2014,12,1,13,Great Britain,www.bridgemanart.com,XJF 143577,GBR,Great Britain,Private Collection,private,Bridgeman Art Library,,imgs/1800_GBR__141.jpg,monika
142,Sebastian Vrancx,The Confrontation,1600-01-01,1600-12-31,3/23/2014,1,1,13,Europe,www.bridgemanart.com,BAL 77047,GBR,Netherlands,Johnny van Haeften Gallery / London / UK,Johnny van Haeften Gallery / London / UK,Bridgeman Art Library,,imgs/1600_GBR__142.jpg,monika
143,unknown,The Election of the Militia at the Parish of Authon,1688-01-01,1688-12-31,3/23/2014,1,1,6,France,www.bridgemanart.com,Image ID: XIR 158171,FRA,France,Bibliotheque Nationale / Paris / France,Bibliotheque Nationale / Paris / France,Bridgeman Art Library,,imgs/1688_FRA__143.jpg,monika
144,Vroom (after),The defeat of the Spanish Armada, no. 2 in the Spanish Armada series,1589-01-01,3/23/2014 20:22,12,1,13,Great Britain,http://www.bpi1700.org.uk/jsp/image.jsp?image=288104,bpi4500,GBR,,British Museum London,,The Trustees of The British Museum,,imgs/1589_GBR__144.jpg,monika
145,R. Graves,Jenny Cameron / holding a portrait of the 'young pretender',1745-01-01,1750-12-31,3/23/2014,12,1,5,,,,GBR,,Wellcome Library London,,Wellcome Library,,imgs/1745_GBR__145.jpg,monika
146,unknown,Mary (Molly) Blandy / before her execution,1752-01-01,1752-12-31,3/23/2014,12,1,5,,,,GBR,,Wellcome Library London,Wellcome Library London,Wellcome Library London,,imgs/1752_GBR__146.jpg,monika
147,unknown,Queen Marie Antoinette led to her execution on a horse-cart,1793-01-01,1793-12-31,3/23/2014,12,1,13,,,,GBR,,Wellcome Library London,Wellcome Library London,Wellcome Library London,,imgs/1793_GBR__147.jpg,monika
148,unknown,A young woman with a lamp and a key is entering a cell,1750-01-01,1850-12-31,3/23/2014,1,1,13,,,,GBR,,Wellcome Library London,Wellcome Library London,Wellcome Library London,,imgs/1750_GBR__148.jpg,monika
149,Thomas Rowlandson,Christopher Atkinson pilloried,1784-01-01,1784-12-31,3/23/2014,12,1,5,,,,GBR,,Wellcome Library London,Wellcome Library London,Wellcome Library London,,imgs/1784_GBR__149.jpg,monika
150,unknown,Sir Kenelm Digby,1633-01-01,1633-12-31,3/23/2014,12,1,5,Great Britain,,,GBR,Great Britain,Wellcome Library London,Wellcome Library London,Wellcome Library London,,imgs/1633_GBR__150.jpg,monika
151,unknown,Friedrich Wilhelm-Herzog von Braunschweig-Lüneburg,1789-01-01,1789-12-31,3/23/2014,12,1,13,,,,DEU,Wolfenbüttel / Germany,Herzog August Bibliothek Wolfenbüttel,Herzog August Bibliothek Wolfenbüttel,Herzog August Bibliothek Wolfenbüttel,,imgs/1789_DEU__151.jpg,monika
152,unknown,King John signing Magna Charta,1780-01-01,1800-12-31,3/23/2014,12,1,13,,,,DEU,,Herzog August Bibliothek Wolfenbüttel,Herzog August Bibliothek Wolfenbüttel,Herzog August Bibliothek Wolfenbüttel,,imgs/1780_DEU__152.jpg,monika
153,unknown,Monumentum Gloriae für Ernst August,1698-01-01,1698-12-31,3/23/2014,12,1,13,Germany,,,DEU,Germany,Herzog August Bibliothek Wolfenbüttel,Herzog August Bibliothek Wolfenbüttel,Herzog August Bibliothek Wolfenbüttel,,imgs/1698_DEU__153.jpg,monika
154,unknown,Georg Ludwig von Braunschweig,1704-01-01,1704-12-31,3/23/2014,12,1,2,,,,DEU,,Herzog August Bibliothek Wolfenbüttel,Herzog August Bibliothek Wolfenbüttel,Herzog August Bibliothek Wolfenbüttel,,imgs/1704_DEU__154.jpg,monika
155,unknown,The tumultuous crowd at the beheading of rebellious lords,1746-01-01,1746-12-31,3/23/2014,12,1,5,Great Britain,,,GBR,Great Britain,Wellcome Library London,Wellcome Library London,Wellcome Library London,,imgs/1746_GBR__155.jpg,monika
156,unknown,Two men apprehending Lord Edward Fitzgerald at gunpoint,1790-01-01,1850-12-31,3/23/2014,1,1,5,Great Britain,,,GBR,Great Britain or Ireland?,Wellcome Library London,Wellcome Library London,Wellcome Library London,,imgs/1790_GBR__156.jpg,monika
157,Thomas Bowles,In prison,1735-01-01,1735-12-31,3/23/2014,12,2,1,Great Britain,,,GBR,Great Britain,Wellcome Library London,Wellcome Library London,Wellcome Library London,,imgs/1735_GBR__157.jpg,monika
158,T. Cook,The execution of the idle apprentice at Tyburn,1795-01-01,1795-12-31,3/23/2014,12,2,13,Great Britain,,,GBR,Great Britain,Wellcome Library London,Wellcome Library London,Wellcome Library London,,imgs/1795_GBR__158.jpg,monika
159,unknown,The Kentish Out-Laws,1756-01-01,1756-12-31,3/23/2014,12,4,5,,,,GBR,,,,Eighteenth Century Collection Online / Cengage Learning,A political and satirical history of the years 1756 / 1757 / 1758 / 1759 / 1760 / 1761 / and 1762 / page 31,imgs/1756_GBR__159.jpg,monika
160,Wenzel Hollar,The Seales of ARMES of the Bischops of England,1627-01-01,1677-12-31,3/23/2014,12,1,5,Europe,,,DEU,Great Britain,Herzog August Bibliothek Wolfenbüttel,Herzog August Bibliothek Wolfenbüttel,Herzog August Bibliothek Wolfenbüttel,,imgs/1627_DEU__160.jpg,monika
161,unknown,Bishoprics of Scotland,1700-01-01,1800-12-31,3/23/2014,1,1,5,Great Britain,Glasgow Chronicle,,GBR,Glasgow / Scotland,,,,,imgs/1700_GBR__161.jpg,monika
163,unknown,Frontispiece to Historia delle guerre civili,1600-01-01,1700-12-31,3/24/2014,1,1,7,,,,ITA,Italy,,,,,imgs/1600_ITA__163.jpg,monika
164,unknown,Sir Philip Sidney,1581-01-01,1581-12-31,3/24/2014,1,1,5,,,,GBR,from The Image of Ireland (anti-Irish propaganda),,,,,imgs/1581_GBR__164.gif,monika
165,unknown,King Charles I,1660-01-01,1660-12-31,3/24/2014,1,1,5,,,,GBR,from SALMASIUS in defence of Charles I,,,,,imgs/1660_GBR__165.gif,monika
166,unknown,Frontispiece of A Collection of Polite Tales,1700-01-01,1800-12-31,3/24/2014,1,1,5,,,,GBR,,,,,,imgs/1700_GBR__166.jpg,monika
167,unknown,The School of Love or The True Art of Courtship,1700-01-01,1800-12-31,3/24/2014,1,1,5,,,,GBR,,,,,,imgs/1700_GBR__167.jpg,monika
168,unknown,England's vvolfe with eagles clavves,1646-01-01,1646-12-31,3/24/2014,12,4,5,Great Britain,,,GBR,Great Britain,,,,,imgs/1646_GBR__168.png,monika
169,unknown,The Traitor's Coat of Arms,1715-01-01,1715-12-31,3/24/2014,12,1,5,,,,GBR,Great Britain,,,,,imgs/1715_GBR__169.jpg,monika
170,unknown,THE SIEGE OF LONDONDERRY 1689,1689-01-01,1689-12-31,3/24/2014,12,1,5,,,,GBR,Great Britain,,,,,imgs/1689_GBR__170.gif,monika
171,W. Wilde (printer),The Landing of William of Orange in England,1689-01-01,1689-12-31,3/24/2014,12,5,5,Great Britain,Eighteenth Century Books Online,,GBR,London / Great Britain,,,Eighteenth Century Collection Online / Cengage Learning,,imgs/1689_GBR__171.gif,monika
172,unknown,The Liberties of France and England compared,1793-01-01,1793-12-31,3/24/2014,1,1,5,Great Britain,,,GBR,from,,,,,imgs/1793_GBR__172.jpg,monika
174,unknown,Weekness / Innocence and Goodness,1700-01-01,1800-12-31,3/24/2014,12,4,5,,,,GBR,,,,,,imgs/1700_GBR__174.jpg,monika
175,unknown,Twelve Faces of Idiots,1700-01-01,1800-12-31,3/24/2014,12,4,5,,,,GBR,,,,,,imgs/1700_GBR__175.jpg,monika
176,unknown,Horrible Face and Passion,1700-01-01,1800-12-31,3/24/2014,12,4,5,,,,GBR,,,,,,imgs/1700_GBR__176.jpg,monika
177,unknown,Blood-stained lace from the coat of King William III,1690-01-01,1690-12-31,3/24/2014,13,4,13,,http://www.nam.ac.uk/online-collection/detail.php?acc=2001-11-178-1,NAM. 2001-11-178-1,GBR,Netherlands,National Army Museum London,National Army Museum London,National Army Museum London,,imgs/1690_GBR__177.jpg,monika
178,unknown,Watercolour plan of the Battle of Culloden,1746-01-01,1746-12-31,3/24/2014,12,1,5,,http://www.nam.ac.uk/online-collection/,NAM Image Number 130252,GBR,Great Britain,National Army Museum London,National Army Museum London,National Army Museum London,,imgs/1746_GBR__178.jpg,monika
179,unknown,Battle of Aughrim 10 & 11th July 1690,1690-01-01,1690-12-31,3/24/2014,12,1,13,,http://www.nam.ac.uk/online-collection/,NAM Image Number 13863,GBR,Great Britain,National Army Museum London,National Army Museum London,National Army Museum London,,imgs/1690_GBR__179.jpg,monika
180,Felice Beato,The execution of Indian mutineers,1858-01-01,1858-12-31,3/24/2014,13,4,13,Great Britain,http://www.nam.ac.uk/online-collection/,,GBR,India,National Army Museum London,National Army Museum London,National Army Museum London,,imgs/1858_GBR__180.jpg,monika
181,Michael Van de Gucht,Colonel John Hewson,1713-01-01,1713-12-31,3/24/2014,12,4,5,,http://www.nam.ac.uk/online-collection/,NAM Image Number 1020462,GBR,from,National Army Museum London,National Army Museum London,National Army Museum London,,imgs/1713_GBR__181.jpg,monika
182,unknown,The Battle of Falkirk,1746-01-01,1746-12-31,3/24/2014,12,1,5,,http://www.nam.ac.uk/online-collection/detail.php?acc=1972-01-5-1,NAM Image Number 16739,GBR,Great Britain,National Army Museum London,National Army Museum London,National Army Museum London,,imgs/1746_GBR__182.jpg,monika
183,unknown,The Burial of General Simon Fraser,1777-01-01,1777-12-31,3/24/2014,2,1,13,,http://www.nam.ac.uk/online-collection/detail.php?acc=1960-12-200-1,NAM Image Number 1081,GBR,,National Army Museum London,National Army Museum London,National Army Museum London,,imgs/1777_GBR__183.jpg,monika
184,T. Packer,The treacherous massacre of English women and children,1857-01-01,1857-12-31,3/24/2014,12,1,13,,http://www.nam.ac.uk/online-collection/detail.php?acc=1971-02-33-106-1,NAM Image Number 14196,GBR,London / Great Britain,National Army Museum London,National Army Museum London,National Army Museum London,,imgs/1857_GBR__184.jpg,monika
185,unknown,William O'Brien 2nd Earl of Inchiquin,1680-01-01,1680-12-31,3/24/2014,2,1,13,,http://www.nam.ac.uk/online-collection/detail.php?acc=1961-08-28-1,NAM Image Number 21190,GBR,Great Britain,National Army Museum London,National Army Museum London,National Army Museum London,,imgs/1680_GBR__185.jpg,monika
186,unknown,General Hugh MacKay,1690-01-01,1690-12-31,3/24/2014,2,1,13,,http://www.nam.ac.uk/online-collection/detail.php?acc=1961-06-9-1,NAM. 1961-06-9-1,GBR,Great Britain,National Army Museum London,National Army Museum London,National Army Museum London,,imgs/1690_GBR__186.jpg,monika
188,G. Williams after J. Hamilton,Perspektive View of the Battle of Drunmossie Moor 1746,1746-01-01,1746-12-31,3/24/2014,12,1,5,,,NAM Image Number 27645,GBR,,,,,,imgs/1746_GBR__188.jpg,monika
189,John Hall after Benjamin West,The Battle of the Boyne 1690,1781-01-01,1781-12-31,3/24/2014,12,1,5,,http://www.nam.ac.uk/online-collection/,NAM Image Number 1020658,GBR,,National Army Museum London,National Army Museum London,National Army Museum London,,imgs/1781_GBR__189.jpg,monika
190,Mouilleron after Sir William Allan,The Field of Prestonpans 1745,1852-01-01,1852-12-31,3/24/2014,12,1,13,,http://www.nam.ac.uk/online-collection/detail.php?acc=1971-02-33-303-1,NAM Image Number 1011977,GBR,France,National Army Museum London,National Army Museum London,National Army Museum London,,imgs/1852_GBR__190.jpg,monika
191,Edward Walker,His Most Sacred Majesty King Charles,1705-01-01,1705-12-31,3/24/2014,12,1,5,,http://www.nam.ac.uk/online-collection/,1705_NAM Image Number 1018113,GBR,,National Army Museum London,National Army Museum London,National Army Museum London,,imgs/1705_GBR__191.jpg,monika
192,unknown,Portrait traditionally said to be of Colonel John Hutchinson,1650-01-01,1700-12-31,3/24/2014,2,1,13,,http://www.nam.ac.uk/online-collection/,,GBR,Great Britain,National Army Museum London,National Army Museum London,National Army Museum London,,imgs/1650_GBR__192.jpg,monika
193,Grainger,The famous Battle of the Boyne in Ireland 1690,1790-01-01,1790-12-31,3/25/2014,12,1,5,Great Britain,http://www.nam.ac.uk/online-collection/,NAM Image Number 1005370,GBR,Great Britain,National Army Museum London,National Army Museum London,National Army Museum London,,imgs/1790_GBR__193.jpg,monika
194,King James II,Proclamation 16 June 1685 against Duke of Monmouth,1685-01-01,1685-12-31,3/25/2014,12,4,5,Great Britain,http://www.nam.ac.uk/online-collection/detail.php?acc=1989-05-217-1,NAM Image Number 83304,GBR,London / Great Britain,National Army Museum London,National Army Museum London,National Army Museum London,,imgs/1685_GBR__194.jpg,monika
195,Luke Sullivan after Augustin Heckel,The Battle of Culloden 16 April 1746,1746-01-01,1780-12-31,3/25/2014,12,1,5,Great Britain,http://www.nam.ac.uk/online-collection,NAM Image Number128815,GBR,London / Great Britain,National Army Museum London,National Army Museum London,National Army Museum London,,imgs/1746_GBR__195.jpg,monika
196,R. Sayer and J. Bennet,The Battle of Culloden 16 April 1746,1780-01-01,1780-12-31,3/25/2014,12,1,5,Great Britain,http://www.nam.ac.uk/online-collection,NAM Image Number 102180,GBR,London / Great Britain,National Army Museum London,National Army Museum London,National Army Museum London,,imgs/1780_GBR__196.jpg,monika
197,Ploetz Historischer Weltatlas / Monika Barget,Europe 1740 (lightblue),01.01.2014,12/31/2014,3/25/2014,13,4,2,,Ploetz Atlas der Weltgeschichte,,DEU,Germany,,,,,imgs/2014_DEU__197.jpg,monika
199,Ploetz Historischer Weltatlas / Monika Barget,Europe 1740 (white background),01.01.2014,12/31/2014,3/25/2014,13,4,2,,Ploetz Atlas der Weltgeschichte,,DEU,Germany,,,,,imgs/2014_DEU__199.jpg,monika
200,Ploetz Historischer Weltatlas / Monika Barget,Europe 1740 (black background),01.01.2014,12/31/2014,3/25/2014,13,4,2,,Ploetz Atlas der Weltgeschichte,,DEU,Germany,,,,,imgs/2014_DEU__200.jpg,monika
201,Ploetz Historischer Weltatlas / Monika Barget,Europe 1740 (lightgrey),01.01.2014,12/31/2014,3/25/2014,13,4,2,,Ploetz Atlas der Weltgeschichte,,DEU,Germany,,,,,imgs/2014_DEU__201.jpg,monika
202,Ploetz Historischer Weltatlas / Monika Barget,Europe 1740 (darkgrey),01.01.2014,12/31/2014,3/25/2014,13,4,2,,Ploetz Atlas der Weltgeschichte,,DEU,Germany,,,,,imgs/2014_DEU__202.jpg,monika
203,unknown,Bestrafung der aufständischen Bauern Niederösterreichs / 1597,1597-01-01,1597-12-31,3/31/2014,12,1,2,,http://www.aeiou.at/aeiou.encyclop.b/b171610.htm,,AUT,,Heimathaus Freistadt / Oberösterreich,,,,imgs/1597_AUT__203.jpg,m.griesse
204,Anonymous,Den Nieuwen Barnevalschen Handel,1618-01-01,1620-12-31,3/31/2014,12,1,3,,,,NLD,,,,,,imgs/1618_NLD__204.jpg,david
205,Anonymous,Nassausche heldenhemel,1649-01-01,1649-12-31,3/31/2014,12,1,1,,,,NLD,,,,,,imgs/1649_NLD__205.jpg,david
206,Anonymous,Arminiaensche Uytvaert,1619-01-01,1619-12-31,3/31/2014,12,1,3,,,,AFG,,,,,,imgs/1619_AFG__206.jpg,david
207,Anonymous,Bestandstwisten,1609-01-01,1621-12-31,3/31/2014,12,1,3,,,,AFG,,,,,,imgs/1609_AFG__207.jpg,david
208,unknown,Das rebelische Baurn Parlament zu Brauna(u) / 1626,1626-01-01,1626-12-31,04.03.2014,12,1,2,,http://austria-forum.org/af/Bilder_und_Videos/Historische_Bi,,AUT,??,,,IMAGNO/Austrian Archives,,imgs/1626_AUT__208.jpg,m.griesse
209,unknown,Der Bayrischen Rebellen Rädelsführer Erste Execution,1706-01-01,1706-12-31,04.03.2014,12,1,2,,http://protest-muenchen.sub-bavaria.de/artikel/3526,,DEU,?,,,,,imgs/1706_DEU__209.jpg,m.griesse
210,Hogenberg / Franz,Exécution de l'émissaire impérial Gosson à Utrecht le 261578,1578-01-01,1578-12-31,04.03.2014,12,1,2,,http://www.akg-images.fr/archive/-2UMDHURGJE_A.html,,NLD,Utrecht / Spanish Netherlands,,,,,imgs/1578_NLD__210.jpg,m.griesse
211,unknown,Exécution de Gosson,1578-01-01,1578-12-31,04.03.2014,12,1,1,,http://gallica.bnf.fr/ark:/12148/btv1b8400733v.r=ex%C3%A9cut,,NLD,,,,,,imgs/1578_NLD__211.jpg,m.griesse
212,Ploetz Historischer Weltatlas / Monika Barget,Map for Timeline UKRAINE LIGHT BLUE,01.01.2014,12/31/2014,04.05.2014,13,4,1,,,,DEU,,,,,,imgs/2014_DEU__212.jpg,monika
213,Ploetz Historischer Weltatlas / Monika Barget,Map for Timeline HOLY ROMAN EMPIRE VIOLET,01.01.2014,12/31/2014,04.05.2014,13,4,2,,,,DEU,,,,,,imgs/2014_DEU__213.jpg,monika
214,Ploetz Historischer Weltatlas / Monika Barget,Map for Timeline NO SELECTION BLUE,01.01.2014,12/31/2014,04.05.2014,13,4,2,,,,DEU,,,,,,imgs/2014_DEU__214.jpg,monika
215,Ploetz Historischer Weltatlas / Monika Barget,Map for Timeline BRITAIN PINK,01.01.2014,12/31/2014,04.05.2014,13,4,2,,,,DEU,,,,,,imgs/2014_DEU__215.jpg,monika
216,Ploetz Historischer Weltatlas / Monika Barget,Map for Timeline DENMARK YELLOW,01.01.2014,12/31/2014,04.05.2014,13,4,2,,,,DEU,,,,,,imgs/2014_DEU__216.jpg,monika
217,Ploetz Historischer Weltatlas / Monika Barget,Map for Timeline FRANCE GREEN,01.01.2014,12/31/2014,04.05.2014,13,4,2,,,,DEU,,,,,,imgs/2014_DEU__217.jpg,monika
218,Ploetz Historischer Weltatlas / Monika Barget,Map for Timeline ITALY PURPLE,01.01.2014,12/31/2014,04.06.2014,13,4,2,,,,DEU,,,,,,imgs/2014_DEU__218.jpg,monika
219,Ploetz Historischer Weltatlas / Monika Barget,Map for Timeline NETHERLANDS BROWN,01.01.2014,12/31/2014,04.06.2014,13,4,2,,,,DEU,,,,,,imgs/2014_DEU__219.jpg,monika
220,Ploetz Historischer Weltatlas / Monika Barget,Map for Timeline POLAND GREEN,01.01.2014,12/31/2014,04.06.2014,13,4,2,,,,DEU,,,,,,imgs/2014_DEU__220.jpg,monika
221,Ploetz Historischer Weltatlas / Monika Barget,Map for Timeline RUSSIA RED,01.01.2014,12/31/2014,04.06.2014,13,4,2,,,,DEU,,,,,,imgs/2014_DEU__221.jpg,monika
222,Ploetz Historischer Weltatlas / Monika Barget,Map for Timeline SPAIN RED,01.01.2014,12/31/2014,04.06.2014,13,4,2,,,,DEU,,,,,,imgs/2014_DEU__222.jpg,monika
223,Ploetz Historischer Weltatlas / Monika Barget,Map for Timeline SWEDEN LIGHTBLUE,01.01.2014,12/31/2014,04.06.2014,13,4,2,,,,DEU,,,,,,imgs/2014_DEU__223.jpg,monika
225,Ploetz Historischer Weltatlas / Monika Barget,Map for timeline COLOURS COMBINED,01.01.2014,12/31/2014,04.07.2014,13,4,2,,,,DEU,,,,,,imgs/2014_DEU__225.jpg,monika
226,unknown,Votivbild Hartkirchen: Bauern ermorden Jesuiten-Verwalter,1626-01-01,1800-12-31,04.09.2014,1,1,2,,,Karl Eichmeyer et al. (ed.) / Weilß gilt die Seel und auch das Guet. Oberösterreichische Bauernaufstände und Bauernkriege im 16. und 17. Jahrhundert. Oberösterreichischer Landesverlag 1976 / Abb. 34,DEU,Hartkirchen (Hausruckviertel / Eferding) / Upper Austria??,Hartkirchen / Upper Austria / church??,,,,imgs/1626_DEU__226.jpg,m.griesse
227,unknown,Extract zweier Particularschreiben,1626-01-01,1626-12-31,04.09.2014,1,1,2,,,Extract zweier Particularschreiben eins an Signor Pladis von den rebellischen Bauren im Land ob der Ens  / das andere an Fertilli Frau Orschu,AUT,,OÖLA (Oberösterreichisches Landesarchiv) / Neuerwerbungen / Bd. 102 / Nr.7 [nach OÖ Bauernkrieg / Ausstellungskatalog  1976 / I/67.],,,,imgs/1626_AUT__227.jpg,m.griesse
228,unknown,Begehren der obderennsischen Bauernschaft in 12 Artikeln beim Kaiser,1626-01-01,1626-12-31,04.10.2014,12,1,2,,Julius Strnadt: Der Bauernkrieg in Oberösterreich im Jahre 1626 / Tafel 12,,AUT,,Original-Kupferstich im Landesarchiv / Linz,,,,imgs/1626_AUT__228.jpg,m.griesse
229,unknown,Belagerung von Linz durch Stephan Fadinger,1626-01-01,1700-12-31,04.10.2014,12,1,2,,Julius Strnadt: Der Bauernkrieg in Oberösterreich im Jahre 1626 / Tafel 9,,AUT,,Original-Kupferstich im Landesarchiv / Linz,,,Oesterreichische Religions-Reformation und Ober-Ennserischer ,imgs/1626_AUT__229.jpg,m.griesse
230,unknown,Belagerung von Linz durch die Bauern,1626-01-01,1626-12-31,04.10.2014,12,1,2,,Julius Strnadt: Der Bauernkrieg in Oberösterreich im Jahre 1626 / Tafel 10,,AUT,,Original-Kupferstich im Landesmuseum / Linz,,,Picture figures on top of the Extract zweier Particularschreiben eins an Signor Pladis von den rebellischen Bauren im Land ob der Ens  / das andere an Fertilli Frau Orschu. which are presented as two (fictive) letters / one by Signor Francesco Spazagamini,imgs/1626_AUT__230.jpg,m.griesse
